x,y
3367.266952662453,3696.3589914460076
3223.1544130111147,3277.993738651082
3055.1901799263796,112.21227453583997
2238.952967458544,2183.1047072550914
1013.3651550622608,3053.564871730508
1023.2276865162271,2032.333065150783
1491.256364195465,3532.289434552905
175.1773745013766,1904.3577597067333
3488.078353158537,1163.261234341698
1932.3285846738318,994.3835452723372
999.0468373749998,494.340211840413
2788.6502526074496,1797.412412778154
3757.5973849097445,3042.355557817286
2854.502350509592,990.5432581089142
2759.3658751420676,3915.332337895135
3247.8648405539134,793.8286933614108
423.75459038906655,2509.2772919846384
1997.6338857021235,598.7819712992775
2624.032664988086,95.31355073998998
1716.4528691567336,1536.1744857131985
715.3638541426152,3343.9224744813
2793.4514270533177,3094.194621787334
3023.454740738113,1468.9884836601466
1068.8575993833426,3600.5537680980055
1382.3176493845322,2739.685176315434
2226.1322098052997,2606.1286589518495
783.4735683585218,119.34462021997547
2647.913795385325,2395.879931887079
1866.8661563357643,2921.8627128825597
3667.9827127125172,1649.1429926311523
1283.9910950181943,2339.765484690345
1310.474037719105,102.77462231651971
752.8515171107352,1373.803739409506
50.30344831973916,423.3199671034022
1068.396303933773,1035.9701310905475
71.75377971416111,3810.4278107649266
3901.686323125867,2648.503154896293
745.814313219787,3856.0863175635577
494.6358692483558,418.15723838143464
289.06819143174204,2905.228978632748
3924.51610045188,1083.3114041867295
2478.255918485472,3588.1903857368884
567.2540688696554,1994.9178541537608
2887.065968006979,3498.6468904772405
1852.8422656876928,3861.812940455263
2702.2681440425354,614.9159434270028
2263.6922600923954,1464.0420659322237
1714.660933088891,1944.3683218693031
1352.8618221385402,712.2789857172584
3883.2274228192828,678.2658293911934
