x,y
3366.7898960446387,3696.2804173180207
3223.947731514133,3271.884028101542
3055.008177218732,111.88061326252544
2238.7272399738927,2182.4395137244887
1014.3768051612946,3052.142965165105
1023.1694303811963,2032.0082419213975
1491.360547707567,3525.671845490748
175.1386445579546,1904.4601891883117
3482.9058404093335,1161.5583265492435
1932.593420018559,995.4215875130997
998.8948651209195,497.61840602662977
2789.0803703903625,1799.2259229282054
3758.6535838085006,3037.2838995545035
2854.422625434458,990.9883807824358
2759.3972303198866,3914.2955137817617
3247.2531142037196,765.4519335176982
425.25107658923656,2508.76196804281
1997.4959308829016,599.1131035338996
2622.9769441387025,95.31767815094244
1717.1135889690017,1536.1417037306476
715.5188665673098,3343.1946900556154
2793.23786777545,3093.7946806274153
3023.6869319314287,1468.9629530597842
1069.2074874988527,3599.9777607616265
1383.043804378284,2739.503127346418
2227.1294324564865,2607.2706417461613
783.0271520262149,119.19962531787986
2647.950584344215,2395.6949899923234
1867.021039453094,2921.6795526358082
3667.4785943556803,1649.0559801870372
1283.4120811239397,2339.3909639838685
1308.2800361575826,104.94766196672917
759.6845203749116,1374.0734174718314
50.39771448954805,423.1249188259383
1068.234787028493,1035.8336091216772
72.43153164444907,3810.4364546546067
3901.0772000246957,2648.538369365225
744.8916858603482,3855.7965686289026
494.2775797505051,419.7894298902254
289.7961340548477,2905.16299579937
3924.475110514643,1084.0926661375825
2476.771429127839,3589.336588149312
567.1066091639069,1992.715684894835
2886.593533607782,3497.832402310326
1852.6990495597936,3840.819906532816
2701.682732328312,614.2691246982429
2263.995395011686,1463.7953393038226
1724.3528497840828,1944.2275436470354
1353.0719964489117,711.8203180256519
3882.1482198271647,678.469103328497
