x,y
3366.8022194992373,3696.2853564503794
3223.936001896648,3271.851807064605
3055.01446091916,111.88309635867022
2238.72219278313,2182.438724951739
1014.3769621387366,3052.1625917835095
1022.9923186835556,2032.0090952564444
1491.366909214568,3525.6655065984232
175.13541597901056,1904.4641756135375
3482.895871306439,1161.5560259739725
1932.5957173004426,995.4215025420207
998.8938332311411,497.6418363997484
2789.0817339995015,1799.2221381168708
3758.648571675654,3037.1532134202444
2854.421486644441,991.1474286373689
2759.399834170878,3914.2951507822168
3247.2908760568857,765.2092431711997
425.24330522779155,2508.7592014986617
1997.5555922335516,599.1148628883233
2622.96887181493,95.31954900900645
1717.1088367746872,1536.1416244791387
715.520822780829,3343.1585144248743
2793.255150373433,3093.791096410813
3023.68723230652,1468.9629917596512
1069.2070979802784,3599.9758732754185
1383.0460091318873,2739.5023072571616
2227.1296672056956,2607.3095322481377
783.3229814334942,119.19598515408589
2647.948000285038,2395.6307594827713
1867.0195928765793,2921.679792962194
3667.414113918515,1649.0617040368477
1283.4022314070708,2339.38731439728
1308.4993241192562,104.94210985347358
759.6863011038375,1374.0740284719604
50.39687581517138,423.12185005366274
1068.235504341111,1035.8306462272292
72.424674734217,3810.4179676475374
3901.0800314683856,2648.538154482262
744.8808538736264,3855.7972486094727
494.31304805037166,419.8172290721539
289.7985729598752,2905.1411115161477
3924.474966030432,1084.0924854010086
2476.7699381231428,3589.3366158149965
567.1127081481447,1992.6720639110542
2886.43726918851,3497.832317361701
1852.6990483540062,3840.705661503684
2701.6813630365,614.2349344158425
2263.911462306981,1463.799062961271
1724.4457309378706,1944.227585093822
1353.064061929935,711.8201954548703
3882.160163012947,678.4691088457098
