x,y
3367.1994995491673,3697.5851054131517
3221.4006767835917,3275.6362798565015
3055.3448204727842,103.53565242261016
2230.201777524684,2185.599452812689
1009.0396327561243,3051.0290643786793
1026.8057837850265,2033.421901732124
1490.445988950714,3532.3602436286224
172.38367255200885,1908.3574735912625
3489.228708550836,1152.4583608839496
1933.448257830768,995.2194756313938
1003.453093603664,494.406146794046
2786.575138283166,1792.2142521239502
3752.886743993416,3040.9819589197723
2854.9751125449748,985.4140729799028
2760.601195720867,3911.93105328089
3250.3561706244855,784.4426505574464
439.2252103714944,2508.5119897277887
1993.6853552202685,598.9441062942578
2623.8432272467567,95.35460195727423
1713.8488828206064,1535.8579081259247
715.3267417465265,3343.1869536166046
2791.300725771077,3089.988487327186
3025.513766962758,1471.4209670872979
1068.2386410994309,3601.844661279246
1387.4393519703615,2740.908799049248
2212.038438138196,2610.482936270682
784.5034897041924,116.9322525278272
2649.901362750741,2399.0389991741363
1866.3051743628855,2922.1948198711325
3680.8996299769633,1647.1427736195765
1279.9206698082075,2346.714387444457
1314.407667385005,105.59541617923574
766.1434714295099,1374.3090519443338
50.34592926106525,422.209016981747
1068.8722230193748,1038.8031033926034
71.99315650108991,3802.7804426710472
3904.656768942828,2648.379540296682
742.5563814694782,3853.615198188438
500.6370851282204,418.00844889379357
292.2122499509907,2903.881767168531
3928.95326652815,1079.60644905809
2478.29195251739,3585.233902683113
568.5734768903609,1996.4304598033702
2889.076519987148,3498.2585042850887
1848.304450090531,3859.682177068043
2702.3258149088606,615.6868871642027
2292.265437515532,1464.5459898090296
1712.2096599095119,1944.638520166096
1352.5763439869531,704.1590900637049
3900.323075935302,674.5593227474934
